EN_YEAR	EN_QUARTER	EN_MONTH	FR_ANNEÉ	FR_TRIMESTRE	FR_MOIS	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_IMMIGRATION_CATEGORY-MAIN_CATEGORY	FR_CATÉGORIE_D'IMMIGRATION-CATÉGORIE_PRINCIPALE	EN_IMMIGRATION_CATEGORY-GROUP	FR_CATÉGORIE_D'IMMIGRATION-GROUPE	EN_IMMIGRATION_CATEGORY-COMPONENT	FR_CATÉGORIE_D'IMMIGRATION-COMPOSANTE	TOTAL
2023	Q1	Feb	2023	T1	fév.	Manitoba	Manitoba	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	195
2019	Q4	Dec	2019	T4	déc.	Saskatchewan	Saskatchewan	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	--
2022	Q3	Aug	2022	T3	août	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Caregiver	Aides familiaux	--
2019	Q4	Nov	2019	T4	nov.	Nova Scotia	Nouvelle-Écosse	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	5
2019	Q2	Apr	2019	T2	avr.	Alberta	Alberta	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Parent or Grandparent	Parents ou grands-parents parrainés	--
2020	Q3	Sep	2020	T3	sept.	Alberta	Alberta	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	--
2021	Q4	Nov	2021	T4	nov.	Northwest Territories	Territoires du Nord-Ouest	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2021	Q1	Mar	2021	T1	mars	New Brunswick	Nouveau-Brunswick	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	--
2020	Q1	Feb	2020	T1	fév.	Prince Edward Island	Île-du-Prince-Édouard	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	--
2020	Q3	Sep	2020	T3	sept.	Quebec	Québec	Economic	Économique	Business	Programme des gens d’affaires	Entrepreneur	Entrepreneurs	--
2024	Q3	Sep	2024	T3	sept.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Economic	Économique	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	--
2024	Q1	Feb	2024	T1	fév.	Alberta	Alberta	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	--
2017	Q3	Jul	2017	T3	juil.	Ontario	Ontario	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Extended Family Member	Membres de la famille élargie parrainés	--
2021	Q3	Jul	2021	T3	juil.	Saskatchewan	Saskatchewan	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	--
2017	Q4	Dec	2017	T4	déc.	Manitoba	Manitoba	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	--
2020	Q1	Mar	2020	T1	mars	Manitoba	Manitoba	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	--
2023	Q1	Jan	2023	T1	janv.	Alberta	Alberta	Economic	Économique	Worker Program	Programme des travailleurs	Caregiver	Aides familiaux	--
2023	Q4	Dec	2023	T4	déc.	Saskatchewan	Saskatchewan	Economic	Économique	Business	Programme des gens d’affaires	Self-Employed	Travailleurs autonomes	--
2021	Q2	Apr	2021	T2	avr.	Manitoba	Manitoba	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	--
2024	Q2	May	2024	T2	mai	Ontario	Ontario	Economic	Économique	Business	Programme des gens d’affaires	Start-up Business	Démarrage d'entreprise	40
2016	Q2	Apr	2016	T2	avr.	Quebec	Québec	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Protected Person	Personnes protégées	10
2015	Q2	May	2015	T2	mai	British Columbia	Colombie-Britannique	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	30
2022	Q3	Sep	2022	T3	sept.	Alberta	Alberta	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	100
2024	Q2	Jun	2024	T2	juin	New Brunswick	Nouveau-Brunswick	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	90
2021	Q4	Oct	2021	T4	oct.	Ontario	Ontario	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	165
2022	Q2	May	2022	T2	mai	Alberta	Alberta	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	75
2022	Q2	Jun	2022	T2	juin	New Brunswick	Nouveau-Brunswick	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	25
2021	Q2	Jun	2021	T2	juin	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	195
2018	Q3	Aug	2018	T3	août	Quebec	Québec	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	95
2020	Q3	Jul	2020	T3	juil.	Ontario	Ontario	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	35
2024	Q2	Jun	2024	T2	juin	Alberta	Alberta	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	20
2024	Q2	Apr	2024	T2	avr.	New Brunswick	Nouveau-Brunswick	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	5
2019	Q2	May	2019	T2	mai	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	5
2024	Q2	Jun	2024	T2	juin	Nova Scotia	Nouvelle-Écosse	Economic	Économique	Worker Program	Programme des travailleurs	Atlantic Immigration Pilot Programs	Programmes pilotes d’immigration au Canada atlantique	--
2020	Q4	Oct	2020	T4	oct.	Quebec	Québec	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Resettled Refugee	Réfugiés réinstallés	Privately Sponsored Refugee	Réfugiés parrainés par le secteur privé	--
2018	Q1	Jan	2018	T1	janv.	British Columbia	Colombie-Britannique	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Children	Enfants parrainés	--
2020	Q4	Nov	2020	T4	nov.	Quebec	Québec	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Dependant of protected person	Personnes à charge d'une personne protégée	--
2018	Q1	Feb	2018	T1	fév.	Yukon	Yukon	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	--
2018	Q1	Mar	2018	T1	mars	Ontario	Ontario	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Dependant of protected person	Personnes à charge d'une personne protégée	--
2018	Q3	Aug	2018	T3	août	Ontario	Ontario	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Extended Family Member	Membres de la famille élargie parrainés	--
2023	Q4	Nov	2023	T4	nov.	New Brunswick	Nouveau-Brunswick	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	--
2023	Q2	May	2023	T2	mai	Quebec	Québec	Economic	Économique	Business	Programme des gens d’affaires	Entrepreneur	Entrepreneurs	--
2022	Q4	Dec	2022	T4	déc.	Prince Edward Island	Île-du-Prince-Édouard	Economic	Économique	Worker Program	Programme des travailleurs	Atlantic Immigration Pilot Programs	Programmes pilotes d’immigration au Canada atlantique	--
2024	Q2	Jun	2024	T2	juin	British Columbia	Colombie-Britannique	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	25
2024	Q3	Aug	2024	T3	août	Quebec	Québec	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	295
2018	Q1	Feb	2018	T1	fév.	New Brunswick	Nouveau-Brunswick	Economic	Économique	Worker Program	Programme des travailleurs	Atlantic Immigration Pilot Programs	Programmes pilotes d’immigration au Canada atlantique	--
2019	Q1	Jan	2019	T1	janv.	British Columbia	Colombie-Britannique	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	20
2023	Q4	Dec	2023	T4	déc.	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Caregiver	Aides familiaux	15
2022	Q1	Jan	2022	T1	janv.	Quebec	Québec	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	95
2022	Q2	Apr	2022	T2	avr.	Manitoba	Manitoba	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	20
2020	Q1	Feb	2020	T1	fév.	Quebec	Québec	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Protected Person	Personnes protégées	--
2020	Q3	Sep	2020	T3	sept.	Alberta	Alberta	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Protected Person	Personnes protégées	5
2019	Q4	Oct	2019	T4	oct.	Alberta	Alberta	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	10
2024	Q2	Jun	2024	T2	juin	Northwest Territories	Territoires du Nord-Ouest	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2020	Q1	Jan	2020	T1	janv.	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Trade	Métiers spécialisés	15
2020	Q2	May	2020	T2	mai	Manitoba	Manitoba	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	--
2022	Q3	Sep	2022	T3	sept.	Nova Scotia	Nouvelle-Écosse	Economic	Économique	Worker Program	Programme des travailleurs	Atlantic Immigration Pilot Programs	Programmes pilotes d’immigration au Canada atlantique	20
2021	Q1	Mar	2021	T1	mars	Nova Scotia	Nouvelle-Écosse	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	5
2016	Q1	Feb	2016	T1	fév.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	--
2022	Q3	Sep	2022	T3	sept.	Manitoba	Manitoba	Economic	Économique	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	5
2015	Q2	May	2015	T2	mai	Saskatchewan	Saskatchewan	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	--
2023	Q3	Jul	2023	T3	juil.	Prince Edward Island	Île-du-Prince-Édouard	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	--
2022	Q3	Aug	2022	T3	août	New Brunswick	Nouveau-Brunswick	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	--
2020	Q4	Nov	2020	T4	nov.	Alberta	Alberta	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Protected Person	Personnes protégées	--
2024	Q2	Jun	2024	T2	juin	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Agri-Food Pilot	Pilote sur l’immigration agroalimentaire	--
2021	Q3	Sep	2021	T3	sept.	Manitoba	Manitoba	Economic	Économique	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	--
2021	Q2	Jun	2021	T2	juin	Nova Scotia	Nouvelle-Écosse	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	--
2021	Q3	Sep	2021	T3	sept.	Alberta	Alberta	Economic	Économique	Worker Program	Programme des travailleurs	Rural and Northern Immigration	Programme d’immigration dans les communautés rurales et du Nord	--
2015	Q1	Feb	2015	T1	fév.	Nova Scotia	Nouvelle-Écosse	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	--
2022	Q2	Apr	2022	T2	avr.	Nova Scotia	Nouvelle-Écosse	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	--
2019	Q4	Nov	2019	T4	nov.	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Caregiver	Aides familiaux	--
2019	Q1	Mar	2019	T1	mars	New Brunswick	Nouveau-Brunswick	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Protected Person	Personnes protégées	--
2016	Q1	Mar	2016	T1	mars	New Brunswick	Nouveau-Brunswick	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	--
2020	Q2	May	2020	T2	mai	Prince Edward Island	Île-du-Prince-Édouard	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	--
2015	Q4	Nov	2015	T4	nov.	Ontario	Ontario	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Extended Family Member	Membres de la famille élargie parrainés	--
2024	Q3	Sep	2024	T3	sept.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Economic	Économique	Worker Program	Programme des travailleurs	Atlantic Immigration Programs	Programmes d’immigration au Canada atlantique	--
2018	Q4	Oct	2018	T4	oct.	Nova Scotia	Nouvelle-Écosse	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	--
2022	Q1	Jan	2022	T1	janv.	British Columbia	Colombie-Britannique	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	135
2019	Q2	Apr	2019	T2	avr.	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	25
2023	Q3	Sep	2023	T3	sept.	British Columbia	Colombie-Britannique	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	50
2019	Q4	Oct	2019	T4	oct.	British Columbia	Colombie-Britannique	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	125
2023	Q1	Mar	2023	T1	mars	Ontario	Ontario	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	85
