Year,Quarter,Month,FR_ANNEÉ,FR_TRIMESTRE,FR_MOIS,Province,FR_PROVINCE_TERRITOIRE,MainCategory,FR_CATÉGORIE_D'IMMIGRATION-CATÉGORIE_PRINCIPALE,GroupCategory,FR_CATÉGORIE_D'IMMIGRATION-GROUPE,SubCategory,FR_CATÉGORIE_D'IMMIGRATION-COMPOSANTE,Total
2023,Q1,Jan,2023,T1,janv.,Ontario,Ontario,Economic,Économique,Temporary Resident to Permanent Resident Pathway,Voie d’accès de la résidence temporaire à la résidence permanente,Temporary Resident to Permanent Resident Pathway,Voie d’accès de la résidence temporaire à la résidence permanente,170.0
2021,Q1,Feb,2021,T1,fév.,Ontario,Ontario,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,90.0
2021,Q4,Oct,2021,T4,oct.,Manitoba,Manitoba,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,10.0
2021,Q4,Oct,2021,T4,oct.,Nova Scotia,Nouvelle-Écosse,Economic,Économique,Worker Program,Programme des travailleurs,Atlantic Immigration Pilot Programs,Programmes pilotes d’immigration au Canada atlantique,30.0
2020,Q1,Jan,2020,T1,janv.,British Columbia,Colombie-Britannique,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,50.0
2018,Q1,Feb,2018,T1,fév.,British Columbia,Colombie-Britannique,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,40.0
2022,Q3,Jul,2022,T3,juil.,Manitoba,Manitoba,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,5.0
2019,Q3,Aug,2019,T3,août,Prince Edward Island,Île-du-Prince-Édouard,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,15.0
2015,Q1,Jan,2015,T1,janv.,Alberta,Alberta,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,10.0
2024,Q2,Jun,2024,T2,juin,British Columbia,Colombie-Britannique,Economic,Économique,Worker Program,Programme des travailleurs,Rural and Northern Immigration,Programme d’immigration dans les communautés rurales et du Nord,10.0
2020,Q1,Feb,2020,T1,fév.,Nova Scotia,Nouvelle-Écosse,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,10.0
2018,Q1,Mar,2018,T1,mars,Ontario,Ontario,Resettled Refugee & Protected Person in Canada,Réfugiés réinstallés et personnes protégées au Canada,Protected Person in Canada,Personnes protégées au Canada,Protected Person,Personnes protégées,40.0
2020,Q1,Mar,2020,T1,mars,British Columbia,Colombie-Britannique,Economic,Économique,Worker Program,Programme des travailleurs,Skilled Worker,Travailleurs qualifiés,15.0
2023,Q3,Sep,2023,T3,sept.,Quebec,Québec,Economic,Économique,Business,Programme des gens d’affaires,Investor,Investisseurs,115.0
2019,Q2,Jun,2019,T2,juin,Quebec,Québec,Economic,Économique,Business,Programme des gens d’affaires,Investor,Investisseurs,15.0
2021,Q4,Oct,2021,T4,oct.,Ontario,Ontario,Resettled Refugee & Protected Person in Canada,Réfugiés réinstallés et personnes protégées au Canada,Protected Person in Canada,Personnes protégées au Canada,Dependant of protected person,Personnes à charge d'une personne protégée,20.0
2017,Q2,Jun,2017,T2,juin,Ontario,Ontario,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,40.0
2015,Q1,Mar,2015,T1,mars,Quebec,Québec,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,15.0
2024,Q2,Jun,2024,T2,juin,Manitoba,Manitoba,Economic,Économique,Business,Programme des gens d’affaires,Start-up Business,Démarrage d'entreprise,10.0
2021,Q3,Aug,2021,T3,août,New Brunswick,Nouveau-Brunswick,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,15.0
2020,Q4,Dec,2020,T4,déc.,Quebec,Québec,Resettled Refugee & Protected Person in Canada,Réfugiés réinstallés et personnes protégées au Canada,Protected Person in Canada,Personnes protégées au Canada,Protected Person,Personnes protégées,10.0
2016,Q3,Sep,2016,T3,sept.,Quebec,Québec,Economic,Économique,Business,Programme des gens d’affaires,Investor,Investisseurs,35.0
2018,Q3,Jul,2018,T3,juil.,Alberta,Alberta,Economic,Économique,Worker Program,Programme des travailleurs,Skilled Worker,Travailleurs qualifiés,15.0
2022,Q1,Jan,2022,T1,janv.,New Brunswick,Nouveau-Brunswick,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,5.0
2024,Q2,Apr,2024,T2,avr.,Nova Scotia,Nouvelle-Écosse,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,10.0
2021,Q2,May,2021,T2,mai,British Columbia,Colombie-Britannique,All Other Immigration,Toute autre immigration,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,5.0
2019,Q3,Jul,2019,T3,juil.,Alberta,Alberta,Resettled Refugee & Protected Person in Canada,Réfugiés réinstallés et personnes protégées au Canada,Protected Person in Canada,Personnes protégées au Canada,Protected Person,Personnes protégées,10.0
2020,Q2,May,2020,T2,mai,Nova Scotia,Nouvelle-Écosse,Economic,Économique,Worker Program,Programme des travailleurs,Atlantic Immigration Pilot Programs,Programmes pilotes d’immigration au Canada atlantique,15.0
2023,Q1,Feb,2023,T1,fév.,British Columbia,Colombie-Britannique,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,360.0
2024,Q3,Jul,2024,T3,juil.,Quebec,Québec,Economic,Économique,Business,Programme des gens d’affaires,Entrepreneur,Entrepreneurs,10.0
2022,Q2,May,2022,T2,mai,Nova Scotia,Nouvelle-Écosse,Economic,Économique,Worker Program,Programme des travailleurs,Atlantic Immigration Pilot Programs,Programmes pilotes d’immigration au Canada atlantique,10.0
2021,Q1,Jan,2021,T1,janv.,Ontario,Ontario,Resettled Refugee & Protected Person in Canada,Réfugiés réinstallés et personnes protégées au Canada,Protected Person in Canada,Personnes protégées au Canada,Protected Person,Personnes protégées,155.0
2023,Q1,Feb,2023,T1,fév.,Ontario,Ontario,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,130.0
2023,Q1,Jan,2023,T1,janv.,Nova Scotia,Nouvelle-Écosse,Economic,Économique,Worker Program,Programme des travailleurs,Atlantic Immigration Pilot Programs,Programmes pilotes d’immigration au Canada atlantique,30.0
2015,Q1,Mar,2015,T1,mars,Nova Scotia,Nouvelle-Écosse,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,10.0
2020,Q1,Mar,2020,T1,mars,Ontario,Ontario,All Other Immigration,Toute autre immigration,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,15.0
2017,Q2,Jun,2017,T2,juin,Manitoba,Manitoba,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,15.0
2016,Q2,May,2016,T2,mai,Alberta,Alberta,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,30.0
2021,Q2,Apr,2021,T2,avr.,Alberta,Alberta,Resettled Refugee & Protected Person in Canada,Réfugiés réinstallés et personnes protégées au Canada,Protected Person in Canada,Personnes protégées au Canada,Protected Person,Personnes protégées,10.0
2016,Q4,Nov,2016,T4,nov.,Alberta,Alberta,Economic,Économique,Worker Program,Programme des travailleurs,Skilled Worker,Travailleurs qualifiés,10.0
2023,Q2,Jun,2023,T2,juin,Ontario,Ontario,Economic,Économique,Worker Program,Programme des travailleurs,Rural and Northern Immigration,Programme d’immigration dans les communautés rurales et du Nord,5.0
2021,Q3,Sep,2021,T3,sept.,New Brunswick,Nouveau-Brunswick,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,15.0
2024,Q2,Jun,2024,T2,juin,Nova Scotia,Nouvelle-Écosse,Economic,Économique,Worker Program,Programme des travailleurs,Atlantic Immigration Programs,Programmes d’immigration au Canada atlantique,35.0
2024,Q1,Mar,2024,T1,mars,Quebec,Québec,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,25.0
2021,Q3,Jul,2021,T3,juil.,New Brunswick,Nouveau-Brunswick,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,5.0
2023,Q1,Feb,2023,T1,fév.,Nova Scotia,Nouvelle-Écosse,Economic,Économique,Worker Program,Programme des travailleurs,Atlantic Immigration Pilot Programs,Programmes pilotes d’immigration au Canada atlantique,5.0
2021,Q4,Oct,2021,T4,oct.,Nova Scotia,Nouvelle-Écosse,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,20.0
2015,Q3,Jul,2015,T3,juil.,Manitoba,Manitoba,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,20.0
2021,Q1,Jan,2021,T1,janv.,Alberta,Alberta,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,5.0
2021,Q1,Feb,2021,T1,fév.,Prince Edward Island,Île-du-Prince-Édouard,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,10.0
2018,Q3,Aug,2018,T3,août,Manitoba,Manitoba,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,35.0
2018,Q2,Jun,2018,T2,juin,Alberta,Alberta,All Other Immigration,Toute autre immigration,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,5.0
2023,Q3,Aug,2023,T3,août,British Columbia,Colombie-Britannique,All Other Immigration,Toute autre immigration,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,35.0
2023,Q2,Jun,2023,T2,juin,British Columbia,Colombie-Britannique,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,30.0
2016,Q1,Feb,2016,T1,fév.,Ontario,Ontario,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,30.0
2022,Q4,Dec,2022,T4,déc.,Ontario,Ontario,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,50.0
2022,Q1,Jan,2022,T1,janv.,Ontario,Ontario,Resettled Refugee & Protected Person in Canada,Réfugiés réinstallés et personnes protégées au Canada,Protected Person in Canada,Personnes protégées au Canada,Protected Person,Personnes protégées,65.0
2021,Q4,Oct,2021,T4,oct.,British Columbia,Colombie-Britannique,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,110.0
2015,Q2,May,2015,T2,mai,Ontario,Ontario,Economic,Économique,Business,Programme des gens d’affaires,Self-Employed,Travailleurs autonomes,10.0
2024,Q2,Jun,2024,T2,juin,Ontario,Ontario,Economic,Économique,Temporary Resident to Permanent Resident Pathway,Voie d’accès de la résidence temporaire à la résidence permanente,Temporary Resident to Permanent Resident Pathway,Voie d’accès de la résidence temporaire à la résidence permanente,15.0
2017,Q2,Jun,2017,T2,juin,Quebec,Québec,Economic,Économique,Worker Program,Programme des travailleurs,Skilled Worker,Travailleurs qualifiés,55.0
2022,Q2,Jun,2022,T2,juin,Ontario,Ontario,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,100.0
2023,Q1,Mar,2023,T1,mars,Alberta,Alberta,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,15.0
2017,Q4,Dec,2017,T4,déc.,Quebec,Québec,Economic,Économique,Worker Program,Programme des travailleurs,Skilled Worker,Travailleurs qualifiés,55.0
2022,Q1,Feb,2022,T1,fév.,British Columbia,Colombie-Britannique,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,150.0
2016,Q1,Feb,2016,T1,fév.,Alberta,Alberta,Economic,Économique,Worker Program,Programme des travailleurs,Skilled Trade,Métiers spécialisés,5.0
2015,Q2,Jun,2015,T2,juin,British Columbia,Colombie-Britannique,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,15.0
2018,Q1,Mar,2018,T1,mars,Alberta,Alberta,All Other Immigration,Toute autre immigration,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,5.0
2023,Q4,Nov,2023,T4,nov.,Ontario,Ontario,Economic,Économique,Business,Programme des gens d’affaires,Start-up Business,Démarrage d'entreprise,10.0
2018,Q1,Mar,2018,T1,mars,Ontario,Ontario,All Other Immigration,Toute autre immigration,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,Humanitarian & Compassionate,Circonstances d'ordre humanitaire,10.0
2019,Q1,Feb,2019,T1,fév.,Manitoba,Manitoba,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,5.0
2021,Q4,Nov,2021,T4,nov.,Alberta,Alberta,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,55.0
2021,Q4,Oct,2021,T4,oct.,Saskatchewan,Saskatchewan,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,55.0
2023,Q4,Dec,2023,T4,déc.,New Brunswick,Nouveau-Brunswick,Economic,Économique,Worker Program,Programme des travailleurs,Atlantic Immigration Programs,Programmes d’immigration au Canada atlantique,30.0
2020,Q1,Mar,2020,T1,mars,Prince Edward Island,Île-du-Prince-Édouard,Economic,Économique,Provincial Nominee Program,Candidats des provinces ou des territoires,Provincial Nominee Program,Candidats des provinces ou des territoires,15.0
2015,Q4,Dec,2015,T4,déc.,British Columbia,Colombie-Britannique,Economic,Économique,Worker Program,Programme des travailleurs,Skilled Worker,Travailleurs qualifiés,10.0
2019,Q3,Aug,2019,T3,août,New Brunswick,Nouveau-Brunswick,Economic,Économique,Worker Program,Programme des travailleurs,Atlantic Immigration Pilot Programs,Programmes pilotes d’immigration au Canada atlantique,10.0
2015,Q2,Apr,2015,T2,avr.,British Columbia,Colombie-Britannique,Economic,Économique,Worker Program,Programme des travailleurs,Canadian Experience,Catégorie de l’expérience canadienne,15.0
2017,Q2,Apr,2017,T2,avr.,Ontario,Ontario,Sponsored Family,Famille parrainée,Sponsored Family,Famille parrainée,Sponsored Spouse or Partner,Époux ou conjoints de fait parrainés,70.0
2022,Q3,Jul,2022,T3,juil.,Quebec,Québec,Economic,Économique,Worker Program,Programme des travailleurs,Skilled Worker,Travailleurs qualifiés,230.0
2015,Q2,Apr,2015,T2,avr.,Quebec,Québec,Resettled Refugee & Protected Person in Canada,Réfugiés réinstallés et personnes protégées au Canada,Protected Person in Canada,Personnes protégées au Canada,Protected Person,Personnes protégées,30.0
